time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
0.001163;-0.2855;0.0445;-0.3554;0.458
0.006279;-0.6413;0.1237;-0.5125;0.830
0.013493;-0.8479;0.1635;-0.5324;1.014
0.023859;-0.8327;0.1779;-0.4779;0.976
0.038248;-0.6619;0.2557;-0.3791;0.804
0.042888;-0.4230;0.2873;-0.2441;0.567
0.057212;-0.2005;0.3314;-0.1414;0.412
0.063089;0.0005;0.3457;-0.1854;0.392
0.073923;0.1118;0.3030;-0.1528;0.357
0.082860;0.1486;0.2482;-0.1081;0.309
0.092546;0.1575;0.1754;-0.0160;0.236
0.106832;0.0885;0.0740;0.0850;0.143
0.113584;0.0388;-0.0380;0.1184;0.130
0.122359;0.0467;-0.1209;0.1225;0.178
0.132368;0.1218;-0.1847;0.1469;0.266
0.142089;0.1464;-0.2769;0.1604;0.352
0.157993;0.1325;-0.2898;0.2613;0.412
0.162292;0.0811;-0.2924;0.3714;0.480
0.173589;0.0697;-0.2753;0.4424;0.526
0.182096;0.0681;-0.2290;0.4841;0.540
0.192854;0.0863;-0.1848;0.4495;0.494
0.203789;0.1049;-0.1028;0.3674;0.396
0.212013;0.1247;-0.0417;0.3062;0.333
0.223473;0.0970;-0.0302;0.2456;0.266
0.231889;0.0615;0.0009;0.2340;0.242
0.241493;0.0357;0.0323;0.2711;0.275
0.256701;0.0104;0.0449;0.4055;0.408
0.261318;-0.0165;0.0574;0.5106;0.514
0.275887;-0.0740;0.0307;0.5372;0.543
0.281869;-0.0943;0.0027;0.5162;0.525
0.291168;-0.0180;0.0029;0.4669;0.467
0.305198;0.0083;-0.0076;0.4481;0.448
0.311046;0.0348;-0.0098;0.4112;0.413
0.330694;0.0527;-0.0237;0.2978;0.303
0.366078;0.0527;-0.0285;0.1360;0.149
0.366653;0.0052;-0.0161;-0.0134;0.022
0.366862;-0.0901;-0.0228;-0.1732;0.197
0.367071;-0.1944;-0.0383;-0.2555;0.323
0.375702;-0.2889;-0.0323;-0.2124;0.360
0.382172;-0.4043;-0.0242;-0.1518;0.433
0.392343;-0.4137;-0.0050;-0.1023;0.426
0.409081;-0.3764;0.0152;-0.0540;0.381
0.410142;-0.2917;0.0655;0.0329;0.301
0.423723;-0.2372;0.1060;0.0610;0.267
0.431031;-0.1327;0.1554;0.0410;0.208
0.440669;-0.0663;0.1642;-0.0363;0.181
0.452690;-0.0478;0.2695;-0.0827;0.286
0.459767;-0.0958;0.3059;-0.2170;0.387
0.469870;-0.1128;0.2628;-0.3209;0.430
0.479660;-0.0814;0.2794;-0.3275;0.438
0.489671;-0.0708;0.2865;-0.3443;0.453
0.503338;-0.0229;0.2550;-0.3716;0.451
0.510211;0.0230;0.2443;-0.3707;0.445
0.524712;0.0580;0.1952;-0.4098;0.458
0.529738;0.1103;0.1276;-0.4893;0.518
0.540049;0.1921;0.0997;-0.4320;0.483
0.555401;0.0182;-0.0839;-0.5132;0.520
0.560481;0.0190;-0.0989;-0.4885;0.499
0.569396;0.0787;-0.1030;-0.4061;0.426
0.579088;0.1251;-0.1920;-0.2487;0.338
0.589676;0.2407;-0.2222;-0.2087;0.388
0.599086;0.3579;-0.2045;-0.1579;0.441
0.610024;0.3779;-0.1765;-0.0880;0.426
0.619541;0.3909;-0.1195;-0.1353;0.431
0.628745;0.2882;-0.0629;-0.0449;0.298
0.638547;0.3338;-0.0063;-0.0624;0.340
0.648652;0.2751;0.0119;-0.2378;0.364
0.658766;0.2455;0.2193;-0.1120;0.348
0.675276;0.0646;0.2317;0.0128;0.241
0.678244;-0.1377;-0.0084;0.0372;0.143
0.688468;-0.2977;-0.1808;0.1608;0.384
0.697969;-0.3346;-0.3632;0.2847;0.570
0.708215;-0.2032;-0.4600;0.4413;0.669
0.718391;-0.0756;-0.3668;0.6243;0.728
0.727778;-0.0956;-0.2624;0.8161;0.863
0.737749;-0.2126;-0.2963;0.9014;0.972
0.748605;-0.2633;-0.3010;0.9287;1.011
0.757892;-0.1223;-0.1786;0.8186;0.847
0.768795;0.1524;0.0319;0.6992;0.716
0.777500;0.3174;0.0889;0.5170;0.613
0.788218;0.2465;0.1015;0.3686;0.455
0.797761;0.1519;0.1924;0.1809;0.305
0.809454;0.0448;0.2404;-0.2292;0.335
0.822182;-0.0999;0.2416;-0.6219;0.675
0.827764;-0.0546;0.3536;-0.7522;0.833
0.836992;-0.1548;0.0982;-0.4650;0.500
0.846982;-0.1473;-0.1649;-0.1977;0.297
0.856814;0.0568;-0.1461;0.1996;0.254
0.868354;0.1176;-0.0824;0.7592;0.773
0.876888;0.0212;-0.1566;1.0432;1.055
0.888089;-0.0350;-0.2940;1.0077;1.050
0.897338;0.2342;-0.2091;0.7579;0.820
0.907641;0.2520;-0.2407;0.6340;0.723
0.921231;0.2057;-0.1700;0.3870;0.470
0.926151;0.1106;0.0025;0.3417;0.359
0.941780;-0.0914;0.1125;0.1917;0.240
0.946616;-0.0781;0.1708;-0.0831;0.205
0.956062;0.3494;0.3673;-0.5835;0.773
0.969032;0.5658;0.3721;-0.8314;1.072
0.976322;0.5631;0.1999;-1.1636;1.308
0.986838;0.5897;0.0498;-1.0149;1.175
0.997582;0.7983;0.1183;-0.9340;1.234
1.006840;0.7686;0.1035;-0.1624;0.792
1.017114;0.4109;0.0778;0.7778;0.883
1.027123;0.4020;0.1571;1.6392;1.695
1.036151;0.7366;0.1594;1.9196;2.062
1.046317;1.0437;-0.1350;1.6503;1.957
1.055457;1.5776;-0.2779;0.6991;1.748
1.070281;1.9089;-0.2374;0.0147;1.924
1.075186;1.3079;-0.2473;-0.4557;1.407
1.091033;0.2271;-0.2224;0.1057;0.335
1.096793;-0.8459;-0.0543;1.0702;1.365
1.104865;-2.0922;0.7195;2.7094;3.498
1.122120;-2.3733;0.7058;2.7179;3.677
1.124915;-2.2958;-0.1349;1.8453;2.949
1.135082;-2.1747;-0.9043;0.5480;2.418
1.146329;-1.1053;-0.8736;-1.2036;1.853
1.154659;1.1579;0.5746;-2.5048;2.819
1.164821;2.0229;1.2690;-2.6869;3.595
1.174690;1.2683;0.8497;-2.0542;2.559
1.187483;0.3276;0.1716;-1.0708;1.133
1.194526;-0.2418;-0.2710;-0.2716;0.454
1.204380;-0.7328;-0.2646;0.7663;1.093
1.214693;-1.3193;-0.1983;1.2250;1.811
1.225011;-2.5336;-0.4753;1.0941;2.800
1.241718;-3.7185;-0.3570;0.5767;3.780
1.244250;-1.7126;0.3953;-0.6926;1.889
1.254552;0.4246;0.3646;-1.6868;1.777
1.264506;1.8358;-0.1955;0.2631;1.865
1.274252;0.8561;-0.3049;3.1647;3.293
1.286724;-0.1278;0.3265;3.9695;3.985
1.293901;-0.0940;0.5701;3.3120;3.362
1.305309;-0.0888;0.1961;1.5898;1.604
1.314210;-0.1543;0.2119;1.0550;1.087
1.323896;-0.2458;0.2757;1.1268;1.186
1.336164;-0.3487;0.0525;1.1740;1.226
1.343355;-0.2601;-0.2341;0.8224;0.894
1.353427;-0.0443;-0.4721;0.5038;0.692
1.363234;0.1968;-0.6453;0.1897;0.701
1.373003;0.6447;-0.6157;-0.3626;0.962
1.391385;1.1353;-0.4199;-1.0594;1.609
1.392873;1.5483;-0.4459;-2.0912;2.640
1.404530;1.5441;-0.4907;-2.5538;3.024
1.413401;1.3593;-0.2647;-2.7964;3.121
1.422611;1.0482;-0.1406;-3.1335;3.307
1.434067;0.6719;-0.2142;-2.6072;2.701
1.442520;0.5089;-0.2020;-1.5207;1.616
1.454611;0.4769;-0.2293;-0.3070;0.612
1.463920;0.5072;-0.1567;0.3466;0.634
1.472203;0.6360;-0.1557;0.0039;0.655
1.487335;0.7764;-0.0856;-0.8082;1.124
1.492138;0.8126;-0.0902;-1.5070;1.714
1.507888;0.6589;-0.1389;-1.6623;1.794
1.513347;0.5201;-0.0700;-1.3188;1.419
1.522164;0.3305;-0.0318;-0.9259;0.984
1.535874;0.1690;-0.0659;-0.4614;0.496
1.542740;0.0966;-0.0559;-0.1786;0.211
1.552691;0.1409;-0.0591;-0.1177;0.193
1.562639;0.1064;-0.0990;-0.1673;0.222
1.571763;0.1871;-0.1037;-0.3696;0.427
1.589729;0.2268;-0.0770;-0.8485;0.882
1.591513;0.1557;-0.0279;-1.2326;1.243
1.601295;0.0902;-0.0413;-1.4272;1.431
1.612142;-0.0398;-0.0915;-1.3504;1.354
1.622164;-0.0452;-0.1267;-1.1513;1.159
1.636469;0.0346;-0.1012;-1.0712;1.077
1.641151;0.1939;-0.1086;-1.0857;1.108
1.656488;0.2868;-0.1321;-0.7984;0.859
1.662054;0.3873;-0.0780;0.0795;0.403
1.670950;0.2949;-0.1549;0.9042;0.964
1.684633;0.1390;-0.2429;1.3196;1.349
1.690881;-0.0180;-0.1820;1.0587;1.074
1.701466;-0.3301;-0.0790;0.6281;0.714
1.713887;-0.4978;-0.0120;0.1750;0.528
1.721371;-0.6001;0.0000;-0.0763;0.605
1.730429;-0.5064;0.0457;-0.1153;0.521
1.740387;-0.3680;0.1027;0.0406;0.384
1.751310;-0.3492;0.2297;0.2545;0.489
1.760254;-0.5277;0.2686;0.6060;0.847
1.771273;-0.6746;0.2703;0.8386;1.110
1.790181;-0.6235;0.2248;0.8619;1.087
1.791094;-0.4652;0.1018;0.8626;0.985
1.802224;-0.3436;0.0952;0.7558;0.836
1.811803;-0.2067;0.1900;0.7031;0.757
1.819876;0.0477;0.3116;0.7310;0.796
1.829888;0.3841;0.2349;0.7219;0.851
1.839640;0.4626;-0.0073;0.8008;0.925
1.849851;0.4797;-0.1816;0.7828;0.936
1.860846;0.3464;-0.2692;0.5608;0.712
1.869325;0.1700;-0.2338;-0.2363;0.373
1.879737;-0.0814;-0.2640;-1.7917;1.813
1.889360;-0.0623;-0.0742;-0.8992;0.904
1.901997;-0.0542;0.0196;0.3745;0.379
1.909096;-0.0778;-0.0482;0.5670;0.574
1.921483;0.1744;-0.1313;0.3419;0.406
1.929613;0.4127;-0.1614;0.1432;0.466
1.939501;0.5755;-0.1565;0.0869;0.603
1.949712;0.4915;-0.2162;0.3722;0.653
1.960529;0.2885;-0.2249;0.6768;0.769
1.968592;0.1097;-0.1233;0.9782;0.992
1.978607;-0.0391;-0.1405;1.0458;1.056
1.990184;-0.1669;-0.1577;1.2122;1.234
1.998693;-0.1457;-0.1133;1.1361;1.151
2.008320;-0.0738;-0.1357;0.7616;0.777
2.019252;0.0605;-0.0852;0.3124;0.329
2.028265;0.1193;-0.1090;-0.2212;0.274
2.038312;-0.0682;-0.0715;-0.4627;0.473
2.051871;-0.1189;-0.0513;-0.5195;0.535
2.057916;-0.0670;-0.0319;-0.4354;0.442
2.072388;0.0502;-0.0110;-0.2245;0.230
2.078198;0.1285;0.0252;0.0710;0.149
2.088108;0.1306;0.0355;0.2075;0.248
2.101205;0.1458;0.0600;0.2400;0.287
2.107550;0.2226;0.0781;0.0709;0.246
2.117605;0.2000;0.1058;-0.1371;0.265
2.127469;0.1221;0.1004;-0.2936;0.333
2.137364;0.1079;0.0928;-0.3212;0.351
2.147794;0.1164;0.0981;-0.2722;0.312
2.158142;0.0181;0.1315;-0.3008;0.329
2.167595;-0.0815;0.1343;-0.4659;0.492
2.178044;-0.1003;0.1803;-0.6434;0.676
2.186914;-0.0744;0.1971;-0.8013;0.829
2.205389;-0.0068;0.2212;-0.7776;0.808
2.206742;0.0865;0.1827;-0.5124;0.551
2.217370;0.2975;0.2466;-0.2006;0.435
2.226653;0.5728;0.5770;0.5025;0.956
2.236842;0.2854;0.3108;0.6263;0.755
2.249203;-0.1682;-0.1807;0.8443;0.880
2.257471;-0.2222;-0.2608;0.6863;0.767
2.266578;-0.0527;0.0880;0.6437;0.652
2.276409;0.1091;0.1630;0.1168;0.228
2.286911;0.0951;-0.0302;-0.2997;0.316
2.301440;-0.4675;0.3374;-0.0799;0.582
2.306149;-0.6251;0.4535;-0.0291;0.773
2.319898;-0.3017;0.0800;-0.3617;0.478
2.325878;0.0411;-0.0375;-0.7347;0.737
2.336788;0.3647;0.3007;-0.2482;0.534
2.351742;0.5546;0.2533;-0.2361;0.654
2.355709;0.4579;0.0124;0.1080;0.471
2.373858;0.4246;0.0612;0.5275;0.680
2.375614;0.2761;0.0071;0.5874;0.649
2.386157;0.0816;0.0090;0.4432;0.451
2.395988;0.0552;0.0431;0.0676;0.097
2.405748;0.0158;0.0076;-0.3075;0.308
2.416397;0.0943;-0.0948;-0.4582;0.477
2.425354;0.2851;-0.1255;-0.3066;0.437
2.435657;0.4971;-0.0804;-0.1690;0.531
2.445087;0.4669;-0.1440;0.0477;0.491
2.455223;0.2337;-0.2045;0.0079;0.311
2.467379;0.1384;-0.1816;-0.1859;0.294
2.475050;0.1856;-0.1274;-0.3121;0.385
2.490309;0.2133;-0.1719;0.0720;0.283
2.499232;0.2491;-0.1902;0.3250;0.451
2.505497;0.2230;-0.2016;0.6385;0.706
2.516957;0.2424;-0.1026;0.5443;0.605
2.524555;0.1871;-0.0298;0.3067;0.360
2.534409;0.0043;-0.0120;0.1803;0.181
2.544816;-0.1020;0.0229;-0.0327;0.110
2.554356;-0.1705;0.0090;-0.1773;0.246
2.564920;-0.1222;0.0261;-0.1756;0.216
2.575209;-0.0702;0.0356;0.0011;0.079
2.584909;0.0155;0.0848;0.1482;0.171
2.594282;0.0855;0.0831;0.0903;0.150
2.604009;0.1686;0.1374;-0.2700;0.347
2.618760;0.1136;0.2009;-0.7182;0.754
2.623893;-0.0029;0.1011;-0.9036;0.909
2.638254;-0.0050;0.1077;-0.6425;0.651
2.643757;0.0491;0.0441;-0.1508;0.165
2.654531;0.1169;-0.0036;0.3178;0.339
2.669715;0.2151;0.0410;0.6718;0.707
2.673470;0.2820;0.1099;0.8225;0.876
2.685224;0.2889;0.1207;0.5270;0.613
2.693424;0.1609;0.1335;0.1968;0.287
2.704678;0.0567;0.1513;-0.1988;0.256
2.714028;-0.0265;0.0899;-0.3680;0.380
2.723508;-0.0978;0.0445;-0.4621;0.474
2.734146;-0.1829;0.0838;-0.3144;0.373
2.743546;-0.2346;0.0878;-0.1497;0.292
2.752938;-0.2622;0.0964;-0.1053;0.299
2.771297;-0.4066;0.0362;-0.0218;0.409
2.772708;-0.3593;0.0655;0.0021;0.365
2.785757;-0.1871;0.0846;-0.0424;0.210
2.792646;-0.2132;0.0541;0.0701;0.231
2.811688;-0.0415;-0.0060;0.1339;0.140
2.813541;0.0066;0.1081;0.1010;0.148
2.822608;0.0938;0.1128;0.1081;0.182
2.832386;0.0618;0.1072;0.1155;0.169
2.842564;-0.0203;0.0434;0.1030;0.114
2.853520;-0.0940;0.0002;0.0898;0.130
2.863092;-0.1550;0.0237;-0.0594;0.168
2.872244;-0.1461;-0.0490;-0.0723;0.170
2.882050;-0.0088;-0.0305;-0.2145;0.217
2.893188;0.1070;0.0196;-0.2402;0.264
2.901927;0.1681;0.0635;-0.0815;0.197
2.915006;0.1771;0.0758;0.1903;0.271
2.921995;0.2796;0.1142;0.4348;0.529
2.931745;0.3159;0.1445;0.5508;0.651
2.941539;0.1355;0.0984;0.3575;0.395
2.951285;0.0262;0.1079;0.1562;0.192
2.961542;-0.0669;0.1450;0.0148;0.160
2.972058;0.0393;0.0356;0.0300;0.061
2.982876;0.1300;0.1029;0.1235;0.207
2.990939;0.0105;0.1185;0.1989;0.232
3.001179;-0.0078;0.1046;0.2155;0.240
3.011052;0.0624;0.0205;0.2917;0.299
3.021272;0.1813;-0.0563;0.1732;0.257
3.034232;0.2722;0.0003;-0.0511;0.277
3.041056;0.1797;-0.0054;-0.3128;0.361
3.055432;0.0558;0.0384;-0.4278;0.433
3.060632;0.2045;0.1049;-0.4757;0.528
3.070664;0.2803;0.0577;-0.4472;0.531
3.082119;0.3052;0.0430;-0.3027;0.432
3.090249;0.2616;-0.0275;-0.2186;0.342
3.100258;0.2771;-0.1270;-0.2427;0.390
3.110156;0.4383;0.2156;-0.1985;0.527
3.120095;0.3147;0.0588;-0.1841;0.369
3.131517;0.2301;0.0222;-0.1318;0.266
3.139851;0.2152;0.0924;-0.0887;0.250
3.150020;0.0924;0.0578;-0.0472;0.119
3.160310;-0.0367;0.0403;-0.0142;0.056
3.169697;-0.0745;0.0732;0.0573;0.119
3.188851;-0.0695;0.0959;0.2272;0.256
3.189508;-0.0708;0.1474;0.3483;0.385
3.202399;-0.1060;0.1499;0.3812;0.423
3.210105;-0.1717;0.0976;0.2013;0.282
3.219469;0.0088;0.1999;0.1011;0.224
3.231324;0.1928;0.2634;0.0399;0.329
3.239223;0.2187;0.1804;0.0765;0.294
3.249117;0.0592;0.1669;0.2010;0.268
3.259179;0.0277;0.1619;0.1987;0.258
3.268878;-0.0646;0.1445;0.1879;0.246
3.281828;-0.0543;0.1449;0.0996;0.184
3.289581;-0.0850;0.1145;-0.0368;0.147
3.302604;-0.0406;0.0446;-0.0849;0.104
3.309562;0.0122;0.0439;-0.0745;0.087
3.318728;0.1717;0.0250;-0.1531;0.231
3.337255;0.2508;0.0561;-0.2322;0.346
3.339371;0.3469;0.0102;-0.2533;0.430
3.354224;0.2952;-0.0034;-0.1875;0.350
3.358516;0.2327;0.0136;-0.0635;0.242
3.369017;0.1702;-0.0078;-0.0379;0.175
3.381212;0.0789;-0.0301;0.1547;0.176
3.388479;0.0882;0.0338;0.2308;0.249
3.398408;0.1274;0.0937;0.0540;0.167
3.408682;0.1561;0.0905;-0.2089;0.276
3.418304;0.1524;0.0569;-0.5400;0.564
3.429196;0.0858;0.0752;-0.5981;0.609
3.437754;-0.0006;0.0107;-0.6001;0.600
3.448881;0.0191;-0.0659;-0.5863;0.590
3.458061;0.0860;0.0269;-0.2798;0.294
3.467421;0.2487;0.0170;-0.2112;0.327
3.483703;0.2428;0.0006;-0.0853;0.257
3.487205;0.2389;0.1564;0.0133;0.286
3.497783;0.2285;0.1987;0.2375;0.385
3.519124;0.1904;0.0596;0.4054;0.452
3.519669;0.2198;0.0293;0.4061;0.463
3.530299;0.1966;-0.0148;0.3010;0.360
3.536925;0.1597;-0.0025;0.3047;0.344
3.548477;-0.0003;0.0628;0.3358;0.342
3.556736;-0.1375;0.0826;0.3602;0.394
3.566789;-0.1580;0.0831;0.2472;0.305
3.576758;-0.1183;0.1321;0.2816;0.333
3.586941;-0.0001;0.1738;0.3247;0.368
3.606043;0.1191;0.1181;0.5636;0.588
3.607377;0.1614;-0.0062;0.9105;0.925
3.617062;0.1594;-0.0366;1.0927;1.105
3.626229;0.1811;-0.0044;1.0816;1.097
3.636159;0.2047;0.0674;0.8396;0.867
3.647632;0.1713;0.0996;0.5337;0.569
3.656124;0.1677;0.1490;0.1702;0.282
3.666536;0.1847;0.1640;-0.2790;0.373
3.676923;0.2094;0.1576;-0.5607;0.619
3.686569;0.2108;0.2167;-0.6691;0.734
3.696480;0.1891;0.1643;-0.5549;0.609
3.705932;0.1855;0.1277;-0.3750;0.437
3.718045;0.2502;0.1044;-0.1576;0.314
3.725731;0.2676;0.0725;0.0004;0.277
3.735236;0.2887;0.0880;0.0515;0.306
3.751137;0.3130;0.1407;0.0153;0.344
3.755336;0.1328;0.1238;0.0483;0.188
3.766616;-0.0857;0.0185;-0.0362;0.095
3.775418;0.0055;0.0229;-0.1119;0.114
3.786324;0.1000;0.0571;0.0179;0.117
3.796354;0.1914;0.0324;0.0790;0.210
3.804918;0.2453;0.0168;0.0425;0.250
3.814819;0.1838;0.0505;-0.0331;0.193
3.825453;0.0885;0.0650;0.0674;0.129
3.834759;0.0537;0.1228;0.0094;0.134
3.845666;0.0292;0.1163;-0.0504;0.130
3.854497;-0.0552;-0.0349;-0.1016;0.121
3.865067;-0.0994;-0.2030;0.0322;0.228
3.874693;-0.0997;-0.5765;-0.5500;0.803
3.886417;-0.5549;-0.3039;-0.7637;0.992
3.896364;-0.2193;0.5024;-0.8272;0.992
3.904212;-0.1484;0.3616;-0.7510;0.847
3.917680;0.1453;0.3029;-0.6712;0.751
3.925220;0.1609;0.0511;-0.4849;0.513
3.934256;0.1712;0.0283;0.1507;0.230
3.948487;0.2278;0.0774;0.3778;0.448
3.954055;0.1666;0.0499;0.5356;0.563
3.964210;-0.0206;0.0466;0.5631;0.565
3.974912;0.0743;0.1486;0.4838;0.512
3.983837;0.1556;0.1765;0.4603;0.517
3.996860;0.1899;0.1289;0.5375;0.584
4.004424;0.1750;0.0345;0.6182;0.643
4.014061;0.1722;0.0038;0.5442;0.571
4.024399;0.1197;-0.0245;0.4441;0.461
4.033422;0.1683;-0.0331;0.3442;0.385
4.053210;0.2343;0.0386;0.3654;0.436
4.054014;0.2060;0.0139;0.3077;0.371
4.065729;0.2187;-0.0195;0.0973;0.240
4.074506;0.2854;0.0007;-0.0561;0.291
4.083592;0.3166;-0.0146;-0.2848;0.426
4.092925;0.3883;-0.0026;-0.5073;0.639
4.102756;0.4393;0.0291;-0.5827;0.730
4.113926;0.4006;0.0355;-0.5912;0.715
4.122742;0.2938;-0.0021;-0.5040;0.583
4.133947;0.2194;0.0135;-0.4581;0.508
4.142726;0.1443;0.0363;-0.4842;0.507
4.152837;0.1182;0.0429;-0.5806;0.594
4.170385;0.1605;0.0839;-0.5029;0.535
4.172720;0.1161;0.0513;-0.3687;0.390
4.182434;0.1118;0.0229;-0.2855;0.307
4.192003;0.0850;0.0451;-0.0952;0.135
4.202011;0.0563;0.0600;-0.1023;0.131
4.213469;0.0163;0.0866;0.0268;0.092
4.222982;-0.0136;0.0912;0.2063;0.226
4.232048;-0.0309;0.0694;0.1784;0.194
4.244883;0.0216;0.1249;0.1415;0.190
4.251639;0.1317;0.0269;0.0192;0.136
4.261938;0.0799;0.0676;-0.0936;0.140
4.271583;0.1924;0.0760;-0.0287;0.209
4.282342;0.1879;0.0147;-0.1398;0.235
4.291648;0.1832;0.0588;-0.0830;0.210
4.308493;0.1196;0.0223;0.0236;0.124
4.312503;0.0579;-0.0556;0.1120;0.138
4.321904;-0.1808;-0.9409;-0.0630;0.960
4.331284;0.2510;0.2514;0.0271;0.356
4.342016;0.2606;0.6577;-0.0291;0.708
4.350886;0.1353;0.2318;-0.1741;0.320
4.361215;0.2668;0.0697;-0.3186;0.421
4.371079;0.1632;0.2030;-0.4049;0.481
4.382232;0.1728;0.2893;-0.4628;0.572
4.391038;0.1302;0.2989;-0.2667;0.421
4.401239;0.0480;0.1940;-0.2977;0.359
4.410220;-0.0349;0.1216;-0.2614;0.290
4.420324;0.0174;0.1025;-0.1880;0.215
4.430568;0.1692;0.0762;-0.0766;0.201
4.440282;0.2256;0.0237;0.2100;0.309
4.450436;0.1589;-0.0508;0.3901;0.424
4.460295;0.1817;-0.0955;0.5112;0.551
4.470116;0.1535;-0.0447;0.6433;0.663
4.480747;0.1336;-0.0390;0.6897;0.704
4.489961;0.0455;-0.0678;0.7483;0.753
4.500270;-0.0312;-0.0730;0.6625;0.667
4.509777;-0.0279;-0.1015;0.4803;0.492
4.519849;0.0854;-0.0778;0.3601;0.378
4.529756;0.1093;-0.0346;0.2793;0.302
4.539449;0.1630;0.0336;0.0435;0.172
4.549395;0.1579;0.0915;-0.1428;0.232
4.563531;0.1321;0.1575;-0.4264;0.473
4.569250;0.0845;0.2389;-0.6147;0.665
4.579393;0.1441;0.2236;-0.6760;0.726
4.590514;0.2833;0.2100;-0.6499;0.739
4.599043;0.3235;0.1651;-0.5393;0.650
4.609794;0.3049;0.0826;-0.3314;0.458
4.619703;0.2484;0.0522;-0.2621;0.365
4.629425;0.1845;0.0528;-0.2328;0.302
4.639770;0.0318;0.0539;-0.2430;0.251
4.648782;-0.0055;0.0260;-0.0769;0.081
4.659720;0.0438;-0.0492;0.1863;0.198
4.668847;0.2199;-0.0374;0.3324;0.400
4.678793;0.2600;-0.0177;0.2147;0.338
4.688989;0.1839;-0.0886;0.0688;0.215
4.698563;0.1664;-0.1435;-0.0459;0.224
4.708306;0.1383;-0.1802;-0.1600;0.278
4.719512;0.1601;-0.0621;-0.3712;0.409
4.738799;0.1614;0.0973;-0.6030;0.632
4.739673;0.1408;0.1128;-0.6109;0.637
4.748101;0.1665;0.0332;-0.5321;0.559
4.758049;0.1704;-0.0153;-0.5815;0.606
4.767800;0.0079;-0.0341;-0.5429;0.544
4.778286;-0.0842;-0.1082;-0.3491;0.375
4.788872;-0.1613;-0.2642;-0.1678;0.352
4.798381;0.0854;-0.2101;0.0408;0.230
4.807947;0.1781;-0.1214;0.1197;0.247
4.817668;0.0755;-0.1279;0.2758;0.313
4.827583;0.1008;-0.0971;0.2956;0.327
4.837275;0.1170;-0.0810;0.2786;0.313
4.847533;0.1631;-0.1587;0.3622;0.428
4.857393;0.2874;-0.2522;0.5859;0.700
4.868021;0.2993;-0.2615;0.7530;0.851
4.877835;0.2539;-0.1781;0.6779;0.745
4.887151;0.9689;-0.7362;0.4481;1.297
4.896953;0.8695;-0.1633;0.2717;0.925
4.906733;0.4168;0.0956;-0.0612;0.432
4.916569;0.0664;-0.1862;-0.6087;0.640
4.926611;0.1049;-0.2190;-0.8539;0.888
4.937613;-0.0342;-0.2425;-0.8099;0.846
4.946895;-0.0202;-0.2479;-0.6630;0.708
4.957796;0.2190;-0.1981;-0.4798;0.563
4.967989;0.4498;-0.4276;-0.5929;0.858
4.980708;0.3422;-0.5494;-0.5200;0.830
4.986234;0.2851;-0.3828;-0.2820;0.554
5.001682;0.2218;-0.2027;-0.4180;0.515
5.006536;0.1741;-0.2781;-0.6226;0.704
5.018120;0.0342;-0.3928;-0.8667;0.952
5.028560;0.0985;-0.2701;-1.0431;1.082
5.036749;0.0034;-0.1381;-0.6944;0.708
5.046108;-0.0344;-0.0117;-0.0435;0.057
5.056547;-0.2357;-0.1307;0.2353;0.358
5.065871;-0.0835;0.2008;0.0604;0.226
5.075722;-0.1761;0.3125;0.2995;0.467
5.085248;-0.2919;-0.1369;0.5828;0.666
5.096651;-0.1901;-0.1846;0.6158;0.670
5.106198;0.1347;0.0382;0.0770;0.160
5.116005;0.6470;0.3992;-0.3400;0.833
5.130781;0.1391;0.7072;-0.0603;0.723
5.135552;-0.2821;0.6306;0.1023;0.698
5.152436;-0.4990;0.4520;-0.1493;0.690
5.155112;-0.4376;0.4290;-0.1688;0.636
5.164862;-0.2455;0.4136;0.2391;0.537
5.176786;-0.1410;0.2802;0.4275;0.530
5.184696;0.0957;-0.0045;0.2739;0.290
5.195736;0.9784;-0.5952;0.6283;1.306
5.204897;1.4751;-0.6680;0.9636;1.884
5.215609;0.7134;-0.1598;0.2622;0.777
5.227727;-0.4496;0.2378;-0.7087;0.872
5.234349;-1.0600;0.4429;-1.3350;1.761
5.244369;-0.9070;0.2163;-0.9064;1.300
5.254373;-0.4225;-0.2819;-0.3766;0.632
5.265049;0.0933;-0.3388;-0.1949;0.402
5.280057;0.4155;-0.0351;-0.0119;0.417
5.285091;0.4590;0.0727;-0.0538;0.468
5.300011;0.4219;0.1045;-0.2485;0.501
5.304678;0.4194;0.1977;-0.5417;0.713
5.313759;0.4546;0.1836;-0.6391;0.805
5.324843;0.6906;0.1965;-0.7791;1.059
5.333844;0.7513;0.2229;-0.8626;1.165
5.343727;0.5563;0.1462;-0.7233;0.924
5.354637;0.2636;0.1380;-0.5590;0.633
5.363571;0.1113;0.0645;-0.5878;0.602
5.373565;0.1798;-0.0453;-0.4839;0.518
5.383403;0.1208;-0.0837;-0.4447;0.468
5.393055;0.0041;-0.0598;-0.1155;0.130
5.403098;-0.4028;-0.1143;0.7115;0.826
5.413152;-0.4320;0.0250;1.4294;1.493
5.423945;-0.5190;0.1379;1.5856;1.674
5.435129;-0.6098;0.2668;1.6686;1.796
5.450205;-0.1706;0.2999;1.3257;1.370
5.454560;-0.0261;0.1441;1.1514;1.161
5.462758;-0.0703;0.1821;1.0690;1.087
5.472645;-0.0743;0.3450;0.9972;1.058
