time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
08:47:09:261;-0,3049;0,0617;0,1516;0,346
08:47:09:269;-0,2164;0,1070;0,1322;0,275
08:47:09:282;-0,1760;0,1353;0,0439;0,226
08:47:09:298;-0,2009;0,1302;-0,0132;0,240
08:47:09:300;-0,2352;0,1681;-0,0128;0,289
08:47:09:302;-0,3005;0,1754;0,0264;0,349
08:47:09:311;-0,3083;0,1681;0,0232;0,352
08:47:09:318;-0,2761;0,0838;-0,0174;0,289
08:47:09:326;-0,2994;-0,0031;-0,0159;0,300
08:47:09:334;-0,2846;-0,0609;0,0330;0,293
08:47:09:343;-0,2790;-0,0948;0,0504;0,299
08:47:09:350;-0,3065;-0,0902;0,0414;0,322
08:47:09:358;-0,3048;-0,0737;0,0778;0,323
08:47:09:366;-0,3121;-0,0235;0,1546;0,349
08:47:09:375;-0,3020;-0,0508;0,2148;0,374
08:47:09:383;-0,2541;-0,1134;0,2355;0,364
08:47:09:399;-0,1927;-0,1757;0,1957;0,326
08:47:09:400;-0,0950;-0,1419;0,1605;0,234
08:47:09:407;-0,0453;-0,1132;0,0734;0,142
08:47:09:415;-0,0902;-0,0722;0,0914;0,147
08:47:09:423;-0,1197;-0,0231;0,1060;0,161
08:47:09:431;-0,1807;0,0355;0,0728;0,198
08:47:09:439;-0,2346;0,1013;0,0160;0,256
08:47:09:447;-0,2389;0,0878;-0,0523;0,260
08:47:09:455;-0,1814;0,0218;0,0325;0,186
08:47:09:463;-0,1294;0,0133;0,0935;0,160
08:47:09:472;-0,0971;-0,0960;0,1548;0,206
08:47:09:483;-0,0882;-0,1143;0,1804;0,231
08:47:09:488;-0,0931;-0,1134;0,1317;0,197
08:47:09:503;-0,0621;-0,0838;0,0972;0,143
08:47:09:503;-0,0692;-0,0208;0,0798;0,108
08:47:09:511;-0,0923;0,0183;0,1078;0,143
08:47:09:519;-0,1087;0,0284;0,0623;0,128
08:47:09:527;-0,1160;0,0455;0,0031;0,125
08:47:09:535;-0,1141;0,0575;-0,0579;0,140
08:47:09:543;-0,0723;0,0649;-0,1000;0,139
08:47:09:551;-0,0568;0,1274;-0,0440;0,146
08:47:09:560;-0,0893;0,1446;-0,0649;0,182
08:47:09:568;-0,1482;0,1808;-0,1023;0,255
08:47:09:576;-0,1239;0,2003;-0,1277;0,268
08:47:09:584;-0,1216;0,2294;-0,1506;0,300
08:47:09:592;-0,1368;0,2371;-0,2002;0,339
08:47:09:600;-0,1741;0,2617;-0,2259;0,387
08:47:09:610;-0,1972;0,2958;-0,2277;0,422
08:47:09:616;-0,1297;0,2414;-0,2655;0,382
08:47:09:624;-0,0836;0,1919;-0,2723;0,343
08:47:09:632;-0,0513;0,1765;-0,2685;0,325
08:47:09:640;0,0266;0,1399;-0,2012;0,247
08:47:09:648;0,0755;0,1708;-0,1946;0,270
08:47:09:656;0,0762;0,1848;-0,2334;0,307
08:47:09:664;0,1022;0,2299;-0,2550;0,358
08:47:09:673;0,0291;0,2486;-0,2189;0,332
08:47:09:681;-0,0088;0,3010;-0,1665;0,344
08:47:09:702;-0,0491;0,3726;-0,1692;0,412
08:47:09:703;-0,0367;0,3727;-0,1679;0,410
08:47:09:704;-0,0028;0,3301;-0,0886;0,342
08:47:09:713;0,0336;0,2734;0,0067;0,276
08:47:09:721;0,0538;0,1449;0,0156;0,155
08:47:09:729;0,0889;0,0813;0,0552;0,133
08:47:09:737;0,1432;0,0369;0,0586;0,159
08:47:09:745;0,1637;0,0883;0,0835;0,204
08:47:09:753;0,1746;0,0774;0,0487;0,197
08:47:09:761;0,1806;0,0713;0,0666;0,205
08:47:09:769;0,1817;0,0461;0,1012;0,213
08:47:09:777;0,2019;0,0067;0,0682;0,213
08:47:09:791;0,1555;0,0201;0,1186;0,197
08:47:09:793;0,1356;-0,0095;0,1378;0,194
08:47:09:806;0,1447;0,0014;0,1524;0,210
08:47:09:809;0,1543;-0,0134;0,1658;0,227
08:47:09:817;0,1021;0,0390;0,1931;0,222
08:47:09:825;0,0804;0,0264;0,2331;0,248
08:47:09:833;0,0276;0,0043;0,2418;0,243
08:47:09:841;0,0678;-0,0727;0,3242;0,339
08:47:09:849;0,0623;-0,1136;0,2650;0,295
08:47:09:858;0,0472;-0,1661;0,2958;0,342
08:47:09:866;0,0225;-0,1752;0,3234;0,369
08:47:09:874;0,0049;-0,2226;0,2886;0,364
08:47:09:882;-0,0259;-0,2144;0,3089;0,377
08:47:09:899;-0,0406;-0,2472;0,3071;0,396
08:47:09:900;-0,0216;-0,2152;0,3359;0,400
08:47:09:906;-0,0192;-0,1955;0,2460;0,315
08:47:09:914;-0,0357;-0,0997;0,1595;0,191
08:47:09:922;-0,0351;-0,0473;0,0813;0,100
08:47:09:930;-0,0703;0,0380;-0,0554;0,097
08:47:09:938;-0,0339;0,0801;-0,1176;0,146
08:47:09:946;-0,0933;0,1869;-0,1151;0,238
08:47:09:955;-0,0857;0,1954;-0,2274;0,312
08:47:09:962;-0,1019;0,2426;-0,2808;0,385
08:47:09:971;-0,0481;0,2783;-0,2684;0,390
08:47:09:979;-0,0032;0,2810;-0,3030;0,413
08:47:09:986;0,0733;0,2673;-0,2569;0,378
08:47:09:994;0,1564;0,2726;-0,2466;0,400
08:47:10:003;0,1048;0,3307;-0,1812;0,391
08:47:10:011;0,0766;0,3071;-0,1799;0,364
08:47:10:018;0,1005;0,2236;-0,1568;0,291
08:47:10:026;0,1164;0,1689;-0,1384;0,247
08:47:10:035;0,1203;0,0618;-0,1254;0,184
08:47:10:043;0,0648;0,0173;-0,0393;0,078
08:47:10:051;0,0356;0,0063;-0,0036;0,036
08:47:10:059;-0,0074;-0,0861;0,0752;0,115
08:47:10:067;-0,0115;-0,0924;0,0731;0,118
08:47:10:076;-0,0345;-0,0678;0,0880;0,116
08:47:10:083;0,0029;-0,0459;0,0773;0,090
08:47:10:101;-0,0383;0,0428;0,0480;0,075
08:47:10:103;-0,0390;0,0190;0,1192;0,127
08:47:10:108;0,0034;0,0671;0,1759;0,188
08:47:10:115;0,0555;0,1007;0,1709;0,206
08:47:10:123;-0,0093;0,1411;0,1808;0,230
08:47:10:131;0,0025;0,0929;0,2342;0,252
08:47:10:139;-0,0314;0,0302;0,2470;0,251
08:47:10:148;-0,0821;0,0250;0,2407;0,256
08:47:10:155;-0,1233;0,0057;0,3582;0,379
08:47:10:163;-0,1284;0,0009;0,3172;0,342
08:47:10:171;-0,0760;-0,0273;0,3660;0,375
08:47:10:180;-0,0435;-0,0384;0,4546;0,458
08:47:10:191;0,0241;-0,1236;0,3848;0,405
08:47:10:208;-0,0160;-0,1752;0,3749;0,414
08:47:10:209;-0,0773;-0,1835;0,3524;0,405
08:47:10:213;-0,0885;-0,1440;0,2894;0,335
08:47:10:219;-0,0924;-0,1214;0,2339;0,279
08:47:10:228;-0,0938;-0,1274;0,3026;0,341
08:47:10:236;-0,1308;-0,0785;0,2665;0,307
08:47:10:244;-0,1220;-0,0777;0,1947;0,243
08:47:10:252;-0,0799;-0,0797;0,1097;0,157
08:47:10:260;-0,0476;-0,0726;0,0332;0,093
08:47:10:268;-0,0539;-0,0275;-0,0113;0,062
08:47:10:276;-0,0087;-0,0351;0,0830;0,091
08:47:10:284;-0,0554;0,0035;-0,0136;0,057
08:47:10:302;-0,0687;0,0220;-0,1677;0,183
08:47:10:304;-0,0774;0,0977;-0,2203;0,253
08:47:10:309;-0,0744;0,1806;-0,1992;0,279
08:47:10:317;-0,0882;0,1826;-0,2006;0,285
08:47:10:324;-0,0013;0,2589;-0,1999;0,327
08:47:10:333;0,0951;0,2540;-0,2139;0,345
08:47:10:341;0,1171;0,2609;-0,2206;0,361
08:47:10:349;0,1483;0,2153;-0,1484;0,301
08:47:10:357;0,1047;0,1554;-0,1026;0,214
08:47:10:365;0,0442;0,1146;-0,0425;0,130
08:47:10:373;-0,0019;0,1431;-0,0490;0,151
08:47:10:381;0,0045;0,1859;-0,0554;0,194
08:47:10:391;0,0182;0,1306;-0,0284;0,135
08:47:10:410;-0,0063;0,1040;-0,0133;0,105
08:47:10:412;-0,0162;0,1059;-0,0000;0,107
08:47:10:413;0,0385;0,0935;0,0274;0,105
08:47:10:422;0,0309;0,0742;0,0876;0,119
08:47:10:430;0,0259;0,0575;0,0877;0,108
08:47:10:439;-0,0008;0,0382;0,0521;0,065
08:47:10:445;-0,0251;0,0476;0,0860;0,101
08:47:10:453;-0,0446;0,1027;0,0311;0,116
08:47:10:462;0,0478;0,0907;0,0624;0,120
08:47:10:469;0,0492;0,0954;0,0961;0,144
08:47:10:477;0,0198;0,0880;0,0728;0,116
08:47:10:485;0,0000;0,0350;0,0473;0,059
08:47:10:494;-0,0223;-0,0466;0,0888;0,103
08:47:10:502;-0,0469;-0,0469;0,0847;0,108
08:47:10:511;-0,0694;-0,0208;0,0975;0,121
08:47:10:518;-0,0559;0,0078;0,1171;0,130
08:47:10:527;-0,0374;0,0243;0,1009;0,110
08:47:10:534;0,0122;0,0576;0,0298;0,066
08:47:10:543;0,0333;0,0668;-0,0148;0,076
08:47:10:550;0,0258;0,0906;-0,0240;0,097
08:47:10:558;-0,0029;0,1075;-0,0242;0,110
08:47:10:566;-0,0337;0,1293;-0,0249;0,136
08:47:10:574;-0,0714;0,1011;-0,0383;0,130
08:47:10:582;-0,0659;0,0994;-0,0377;0,125
08:47:10:591;-0,0341;0,1050;-0,0376;0,117
08:47:10:609;0,0314;0,0750;-0,0141;0,082
08:47:10:611;0,0084;0,0499;0,0281;0,058
08:47:10:616;-0,0290;-0,0086;0,0532;0,061
08:47:10:623;-0,0326;-0,0314;0,0549;0,071
08:47:10:630;-0,0099;-0,0352;0,0740;0,083
08:47:10:639;-0,0302;0,0014;0,1224;0,126
08:47:10:646;-0,0289;0,0497;0,1162;0,130
08:47:10:655;-0,0062;0,0526;0,0743;0,091
08:47:10:663;-0,0240;0,0411;0,1016;0,112
08:47:10:671;-0,0276;0,0249;0,1265;0,132
08:47:10:680;-0,0381;0,0324;0,0846;0,098
08:47:10:686;-0,0486;0,0400;0,0717;0,095
08:47:10:694;-0,0544;0,0236;0,0969;0,114
08:47:10:703;-0,0363;0,0048;0,1221;0,127
08:47:10:711;-0,0465;-0,0114;0,1230;0,132
08:47:10:719;-0,0065;-0,0086;0,1026;0,103
08:47:10:727;-0,0308;0,0181;0,0702;0,079
08:47:10:735;-0,0289;-0,0054;0,1074;0,111
08:47:10:743;-0,0079;0,0115;0,0803;0,082
08:47:10:751;-0,0013;0,0141;0,0941;0,095
08:47:10:760;0,0076;0,0117;0,0794;0,081
08:47:10:767;-0,0003;0,0236;0,0722;0,076
08:47:10:776;-0,0226;0,0019;0,0391;0,045
08:47:10:783;-0,0234;0,0184;0,0396;0,050
08:47:10:792;-0,0101;0,0299;0,0575;0,066
08:47:10:810;-0,0041;0,0151;0,0393;0,042
08:47:10:811;-0,0126;0,0194;0,0428;0,049
08:47:10:816;0,0005;0,0477;0,0438;0,065
08:47:10:823;0,0138;0,0854;0,0091;0,087
08:47:10:832;-0,0184;0,1112;-0,0591;0,127
08:47:10:839;-0,0528;0,1230;-0,0586;0,146
08:47:10:848;-0,0200;0,1300;0,0013;0,132
08:47:10:856;0,0078;0,1012;-0,0344;0,107
08:47:10:864;0,0045;0,0914;-0,1633;0,187
08:47:10:872;0,0082;0,1298;-0,1708;0,215
08:47:10:880;0,0232;0,1566;-0,0357;0,162
08:47:10:888;-0,0073;0,2003;-0,0755;0,214
08:47:10:896;0,0123;0,2390;-0,1939;0,308
08:47:10:904;-0,0039;0,2658;-0,2431;0,360
08:47:10:912;-0,0293;0,2593;-0,2974;0,396
08:47:10:920;0,0223;0,2455;-0,2799;0,373
08:47:10:928;0,0020;0,2723;-0,2930;0,400
08:47:10:936;0,0603;0,2916;-0,2361;0,380
08:47:10:944;0,0464;0,2799;-0,1387;0,316
08:47:10:952;0,0796;0,1990;-0,0729;0,226
08:47:10:960;0,0697;0,0656;-0,0172;0,097
08:47:10:969;0,0575;-0,0410;0,1357;0,153
08:47:10:977;0,0504;-0,1138;0,2685;0,296
08:47:10:986;0,0390;-0,1771;0,3201;0,368
08:47:10:992;0,0424;-0,2049;0,3608;0,417
08:47:11:014;0,0577;-0,1993;0,4545;0,500
08:47:11:016;0,0464;-0,2270;0,5645;0,610
08:47:11:017;0,0204;-0,2662;0,5702;0,630
08:47:11:025;0,0322;-0,2809;0,5268;0,598
08:47:11:033;0,0413;-0,2471;0,5154;0,573
08:47:11:041;0,0526;-0,2295;0,5192;0,570
08:47:11:049;0,0471;-0,2188;0,4675;0,518
08:47:11:057;0,0222;-0,1892;0,3565;0,404
08:47:11:065;0,0095;-0,1241;0,2441;0,274
08:47:11:073;-0,0198;-0,0861;0,1456;0,170
08:47:11:081;-0,0395;-0,0537;0,0517;0,084
08:47:11:093;-0,0615;-0,0315;0,0260;0,074
08:47:11:108;-0,0355;-0,0071;0,0251;0,044
08:47:11:109;-0,0454;-0,0047;-0,0395;0,060
08:47:11:114;-0,0362;0,0404;-0,0865;0,102
08:47:11:121;0,0137;0,0710;-0,1451;0,162
08:47:11:129;0,0802;0,0875;-0,1970;0,230
08:47:11:137;0,1113;0,1734;-0,3161;0,377
08:47:11:146;0,0468;0,2308;-0,4093;0,472
08:47:11:154;0,0206;0,2977;-0,4473;0,538
08:47:11:162;0,0924;0,3523;-0,4629;0,589
08:47:11:170;0,0703;0,3902;-0,3588;0,535
08:47:11:178;0,0721;0,3319;-0,3279;0,472
08:47:11:187;0,0856;0,2544;-0,2323;0,355
08:47:11:194;0,0630;0,1915;-0,0918;0,222
08:47:11:219;0,0646;0,0979;0,0071;0,117
08:47:11:220;0,0712;0,0380;0,1149;0,140
08:47:11:222;0,0708;0,0048;0,1502;0,166
08:47:11:227;0,0609;0,0147;0,1852;0,195
08:47:11:234;0,0558;-0,0376;0,2372;0,247
08:47:11:243;0,0361;-0,0400;0,2540;0,260
08:47:11:250;-0,0193;-0,1001;0,3095;0,326
08:47:11:258;-0,0175;-0,0835;0,3389;0,349
08:47:11:267;-0,0109;-0,1030;0,3013;0,319
08:47:11:275;-0,0306;-0,1152;0,3093;0,331
08:47:11:282;-0,0191;-0,0987;0,2883;0,305
08:47:11:291;-0,0506;-0,0919;0,2150;0,239
08:47:11:309;-0,0244;-0,0874;0,1966;0,216
08:47:11:311;-0,0007;-0,0782;0,1448;0,165
08:47:11:317;-0,0489;0,0026;0,0267;0,056
08:47:11:324;-0,0448;0,0139;-0,0242;0,053
08:47:11:331;-0,0837;0,0491;-0,0153;0,098
08:47:11:339;-0,0628;0,0580;-0,0445;0,096
08:47:11:348;-0,0423;0,0716;-0,0761;0,113
08:47:11:356;-0,0601;0,0876;-0,1555;0,188
08:47:11:364;-0,0826;0,1541;-0,2331;0,291
08:47:11:371;-0,0953;0,2518;-0,3493;0,441
08:47:11:380;-0,0551;0,2920;-0,4485;0,538
08:47:11:387;-0,0526;0,3248;-0,4682;0,572
08:47:11:395;-0,0190;0,3479;-0,3895;0,523
08:47:11:404;-0,0184;0,3418;-0,4247;0,545
08:47:11:411;-0,0222;0,2752;-0,4173;0,500
08:47:11:419;-0,0142;0,3115;-0,3191;0,446
08:47:11:428;-0,0399;0,2645;-0,1766;0,321
08:47:11:436;-0,0371;0,1965;-0,0903;0,219
08:47:11:444;-0,0297;0,1335;-0,0766;0,157
08:47:11:452;-0,0368;0,1428;-0,1069;0,182
08:47:11:460;-0,0963;0,0901;-0,0973;0,164
08:47:11:468;-0,0940;0,0523;0,0332;0,113
08:47:11:476;-0,0682;0,0936;0,0770;0,139
08:47:11:484;-0,0322;0,1223;0,1227;0,176
08:47:11:493;-0,0380;0,1040;0,1781;0,210
08:47:11:512;-0,0769;0,0644;0,2401;0,260
08:47:11:514;-0,1130;0,0367;0,2399;0,268
08:47:11:516;-0,0510;0,0041;0,1946;0,201
08:47:11:524;-0,0032;-0,0358;0,1687;0,172
08:47:11:532;0,0467;-0,0710;0,1717;0,192
08:47:11:540;-0,0016;-0,0871;0,1509;0,174
08:47:11:548;-0,0141;-0,1128;0,1231;0,168
08:47:11:557;0,0070;-0,0931;0,1624;0,187
08:47:11:565;0,0326;-0,0949;0,1658;0,194
08:47:11:574;-0,0010;-0,1254;0,1522;0,197
08:47:11:581;-0,0462;-0,1656;0,0025;0,172
08:47:11:589;-0,0778;-0,0785;-0,0117;0,111
08:47:11:596;-0,0287;-0,0599;0,2113;0,222
08:47:11:605;-0,0126;-0,0197;0,2689;0,270
08:47:11:613;-0,0432;-0,0235;0,1825;0,189
08:47:11:620;0,0006;-0,0707;0,1999;0,212
08:47:11:628;0,0374;-0,1489;0,2458;0,290
08:47:11:637;-0,0425;-0,1623;0,2313;0,286
08:47:11:646;-0,0459;-0,1516;0,2619;0,306
08:47:11:654;-0,0419;-0,0955;0,2712;0,291
08:47:11:661;-0,0568;-0,0638;0,1715;0,192
08:47:11:669;-0,0002;-0,0205;0,1037;0,106
08:47:11:677;-0,0272;-0,0321;0,1002;0,109
08:47:11:685;-0,1544;-0,0724;0,1110;0,203
08:47:11:694;-0,1197;-0,1104;0,1125;0,198
08:47:11:712;-0,0660;-0,1485;0,1430;0,216
08:47:11:713;0,0356;-0,1028;0,1399;0,177
08:47:11:717;0,0770;-0,0631;0,1270;0,161
08:47:11:725;0,0345;-0,0261;0,0930;0,103
08:47:11:734;0,0516;-0,0253;0,0673;0,089
08:47:11:741;0,0280;-0,0319;0,0203;0,047
08:47:11:750;0,0813;-0,1200;0,0190;0,146
08:47:11:758;0,1756;-0,0955;-0,0017;0,200
08:47:11:765;0,2893;-0,0783;-0,0364;0,302
08:47:11:773;0,1829;-0,0276;-0,0781;0,201
08:47:11:782;-0,0306;-0,0493;-0,2144;0,222
08:47:11:790;-0,1432;0,0817;-0,1796;0,244
08:47:11:802;-0,0366;0,0903;-0,1173;0,152
08:47:11:819;-0,0561;0,2134;-0,1403;0,261
08:47:11:820;-0,1780;0,2934;-0,1397;0,371
08:47:11:822;-0,1661;0,3571;-0,0585;0,398
08:47:11:830;-0,1404;0,3588;0,0006;0,385
08:47:11:838;-0,1814;0,2960;-0,2617;0,435
08:47:11:847;-0,0338;0,3574;-0,6117;0,709
08:47:11:855;0,1556;0,1988;-0,0319;0,254
08:47:11:862;0,1474;-0,0221;0,2619;0,301
08:47:11:871;0,1640;-0,1018;0,2714;0,333
08:47:11:879;0,1560;-0,0368;0,3343;0,371
08:47:11:888;0,1818;-0,0038;0,2725;0,328
08:47:11:894;0,1742;0,0427;0,1242;0,218
08:47:11:901;0,1313;0,0837;0,1119;0,192
08:47:11:910;0,1179;0,0642;0,0409;0,140
08:47:11:918;0,1173;0,0229;0,0495;0,129
08:47:11:926;0,0226;0,0582;0,0391;0,074
08:47:11:935;-0,1333;0,0911;0,1314;0,208
08:47:11:943;-0,3129;0,1715;-0,1009;0,371
08:47:11:950;-0,1436;-0,0384;-0,0730;0,166
08:47:11:958;-0,0576;0,0893;-0,0046;0,106
08:47:11:966;-0,0907;0,1644;-0,1063;0,216
08:47:11:974;-0,1502;0,1562;-0,1014;0,239
08:47:11:982;-0,0956;0,2010;-0,1259;0,256
08:47:11:990;-0,0820;0,1526;-0,1126;0,207
08:47:12:000;0,0293;0,1068;-0,0353;0,116
08:47:12:009;-0,0675;0,1042;-0,0752;0,145
08:47:12:017;-0,1133;0,0653;-0,1721;0,216
08:47:12:024;-0,0605;0,0650;-0,1759;0,197
08:47:12:031;0,0190;0,0313;-0,1708;0,175
08:47:12:039;0,0563;0,1219;-0,2084;0,248
08:47:12:047;-0,0950;0,1980;-0,3029;0,374
08:47:12:055;0,0210;0,1112;-0,2801;0,302
08:47:12:063;0,1241;0,0919;-0,1504;0,216
08:47:12:071;0,0122;0,0752;-0,0933;0,120
08:47:12:079;0,1460;-0,0084;-0,0602;0,158
08:47:12:088;0,2718;0,0471;-0,0371;0,278
08:47:12:095;0,1945;0,1743;-0,0403;0,264
08:47:12:110;0,1196;0,1918;-0,0133;0,226
08:47:12:112;0,1995;0,1307;0,0846;0,253
08:47:12:120;0,0972;0,0722;0,1700;0,209
08:47:12:128;-0,0189;0,0732;0,1460;0,164
08:47:12:136;-0,1181;0,0478;0,1008;0,162
08:47:12:144;-0,1551;0,0776;0,0696;0,187
08:47:12:152;-0,1582;0,0714;-0,0310;0,176
08:47:12:160;-0,1607;0,0460;0,0314;0,170
08:47:12:168;-0,1774;0,0681;0,0397;0,194
08:47:12:176;-0,1552;0,0441;-0,0392;0,166
08:47:12:184;-0,1641;0,0699;-0,0596;0,188
08:47:12:195;-0,1656;0,1362;-0,1322;0,252
08:47:12:216;-0,1885;0,1742;0,0314;0,259
08:47:12:217;0,0176;0,0494;-0,0374;0,064
08:47:12:219;0,0851;0,1683;-0,1696;0,254
08:47:12:224;0,0569;0,1491;-0,1024;0,190
08:47:12:232;0,0879;0,0850;-0,0128;0,123
08:47:12:241;0,0163;0,1550;-0,0357;0,160
08:47:12:249;0,0114;0,1364;0,0251;0,139
08:47:12:257;-0,0282;0,1418;0,0886;0,170
08:47:12:266;-0,2054;0,1948;0,1287;0,311
08:47:12:273;-0,2299;0,2617;0,0503;0,352
08:47:12:281;-0,1352;0,1464;0,0251;0,201
08:47:12:289;0,0166;-0,0384;-0,0189;0,046
08:47:12:297;0,1928;-0,0487;-0,0720;0,211
08:47:12:305;0,1954;0,0273;-0,0940;0,219
08:47:12:313;0,0953;0,0537;-0,0605;0,125
08:47:12:322;0,0290;0,1161;-0,1039;0,158
08:47:12:330;0,0776;0,1948;-0,1125;0,238
08:47:12:337;-0,1087;0,1733;0,1294;0,242
08:47:12:345;-0,0496;0,1064;0,0455;0,126
08:47:12:354;-0,0342;0,0523;-0,0355;0,072
08:47:12:361;0,0152;0,0491;0,0016;0,051
08:47:12:370;0,0725;0,0195;0,0029;0,075
08:47:12:378;0,0278;-0,0776;0,0366;0,090
08:47:12:385;-0,0597;-0,1204;0,0432;0,141
08:47:12:395;-0,0111;-0,1038;0,0581;0,120
08:47:12:415;0,0115;0,0007;0,0027;0,012
08:47:12:416;0,0201;-0,0411;0,0079;0,046
08:47:12:418;0,0521;-0,0041;-0,0271;0,059
08:47:12:426;0,1152;0,0114;-0,0118;0,116
08:47:12:434;0,1570;0,0316;0,0085;0,160
08:47:12:442;0,1608;0,0492;0,0315;0,171
08:47:12:450;0,1320;0,1240;0,0191;0,182
08:47:12:458;0,0683;0,0814;-0,0169;0,108
08:47:12:466;0,1311;0,1418;0,0378;0,197
08:47:12:475;0,0653;0,1378;0,0584;0,163
08:47:12:483;-0,0377;0,1003;0,0239;0,110
08:47:12:490;0,0357;0,0703;-0,0260;0,083
08:47:12:498;0,1180;0,0240;0,0503;0,130
08:47:12:506;0,1350;0,0809;0,0421;0,163
08:47:12:515;0,0438;0,1189;0,0620;0,141
08:47:12:522;-0,0382;0,1234;-0,0236;0,131
08:47:12:531;-0,0771;0,0729;-0,0565;0,120
08:47:12:539;-0,0610;0,0368;-0,0749;0,103
08:47:12:547;0,0151;0,0630;-0,1202;0,137
08:47:12:555;-0,0323;0,0824;-0,0513;0,102
08:47:12:563;-0,0263;0,1157;-0,0461;0,127
08:47:12:571;0,0037;0,1775;0,1153;0,212
08:47:12:579;0,0645;0,2176;0,0783;0,240
08:47:12:587;-0,0015;0,1674;0,0638;0,179
08:47:12:595;-0,0197;0,1630;-0,0020;0,164
08:47:12:615;-0,0813;0,1008;-0,0095;0,130
08:47:12:617;-0,1359;0,0404;-0,0775;0,162
08:47:12:621;-0,0683;-0,0443;-0,1352;0,158
08:47:12:627;0,0087;-0,0925;-0,1728;0,196
08:47:12:635;0,0353;-0,0726;-0,0836;0,116
08:47:12:644;0,0139;0,0339;-0,0147;0,039
08:47:12:651;-0,0059;0,1020;-0,0077;0,102
08:47:12:659;-0,0431;0,1770;0,0263;0,184
08:47:12:667;-0,0277;0,1300;0,0794;0,155
08:47:12:675;-0,0217;0,1019;0,0947;0,141
08:47:12:683;-0,0119;0,1479;0,0599;0,160
08:47:12:692;0,0492;0,1794;0,0183;0,187
08:47:12:704;0,0908;0,1773;-0,0258;0,201
08:47:12:709;0,0889;0,3073;0,0252;0,321
08:47:12:720;-0,0038;-0,0031;0,0877;0,088
08:47:12:728;-0,0068;-0,0141;0,0686;0,070
08:47:12:731;0,0393;0,0449;0,0745;0,095
08:47:12:740;0,0642;0,1089;0,0201;0,128
08:47:12:748;0,0257;0,0341;0,0180;0,046
08:47:12:756;0,0502;0,0095;0,0425;0,066
08:47:12:765;0,0150;-0,0079;0,0236;0,029
08:47:12:772;0,0188;-0,0325;-0,0404;0,055
08:47:12:780;0,0581;0,0914;-0,0378;0,115
08:47:12:788;-0,0765;-0,0480;0,0221;0,093
08:47:12:797;-0,0858;0,0060;-0,0246;0,089
08:47:12:811;-0,0603;0,0909;-0,0849;0,138
08:47:12:812;-0,0588;0,1636;-0,1086;0,205
08:47:12:820;-0,0140;0,2507;-0,0464;0,255
08:47:12:828;-0,0425;0,2734;0,0655;0,284
08:47:12:837;-0,0080;0,0117;0,0156;0,021
08:47:12:844;-0,0207;-0,0910;0,0355;0,100
08:47:12:853;0,0047;0,0174;0,0375;0,042
08:47:12:860;0,0158;0,0372;0,1113;0,118
08:47:12:868;0,0294;0,0301;0,0764;0,087
08:47:12:877;0,3111;0,2880;0,1057;0,437
08:47:12:885;0,0623;0,2628;0,1699;0,319
08:47:12:892;0,0684;-0,2777;-0,0235;0,287
08:47:12:904;0,0505;-0,3653;0,0050;0,369
08:47:12:923;0,0318;-0,0236;0,0629;0,074
08:47:12:925;0,0384;0,2303;0,0328;0,236
08:47:12:926;0,1992;0,5209;0,1206;0,571
08:47:12:933;0,0731;0,5557;0,3894;0,683
08:47:12:941;-0,0807;-0,3436;0,1567;0,386
08:47:12:949;-0,1594;-0,3959;0,0567;0,431
08:47:12:958;-0,1928;-0,2255;0,0548;0,302
08:47:12:965;-0,0620;-0,0618;0,0424;0,097
08:47:12:974;-0,0289;0,0948;0,1086;0,147
08:47:12:981;-0,1031;0,7444;0,3384;0,824
08:47:12:989;-0,0801;0,1285;0,2742;0,313
08:47:12:997;-0,0790;-0,3881;0,0478;0,399
08:47:13:012;-0,0890;-0,4861;-0,0439;0,496
08:47:13:013;-0,0509;-0,3441;-0,0578;0,353
08:47:13:021;-0,0486;-0,1101;-0,0071;0,121
08:47:13:029;-0,0444;0,0193;0,0948;0,106
08:47:13:038;-0,0354;0,1127;0,1128;0,163
08:47:13:046;0,0041;0,1365;0,1411;0,196
08:47:13:054;-0,0743;1,4025;0,2802;1,432
08:47:13:063;-0,0511;0,3815;0,2484;0,458
08:47:13:070;-0,0677;-0,0972;0,0229;0,121
08:47:13:078;-0,0652;-0,3055;-0,0946;0,326
08:47:13:086;-0,1326;-0,1660;-0,0653;0,222
08:47:13:095;-0,0486;-0,0876;-0,0070;0,100
08:47:13:104;-0,0088;0,0749;0,0959;0,122
08:47:13:121;0,0412;0,3042;0,1610;0,347
08:47:13:122;0,0391;0,4759;0,1811;0,511
08:47:13:128;-0,0423;0,3262;0,1282;0,353
08:47:13:135;-0,0541;0,0397;0,1358;0,152
08:47:13:142;-0,1397;-0,2183;0,1034;0,279
08:47:13:151;-0,2121;-0,2538;0,0713;0,338
08:47:13:160;-0,1644;-0,2439;0,0247;0,295
08:47:13:168;-0,0738;0,0583;0,0281;0,098
08:47:13:175;-0,0067;0,1546;0,0506;0,163
08:47:13:183;0,0157;0,1646;0,1261;0,208
08:47:13:191;0,0076;0,2316;0,1164;0,259
08:47:13:199;0,0688;0,1589;0,0821;0,192
08:47:13:207;0,0488;0,0644;0,0461;0,093
08:47:13:215;0,0030;0,0009;0,0222;0,022
08:47:13:227;0,0241;0,2872;0,0243;0,289
