"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.192268131E0,1.748999953E0,9.889999628E-1,3.446599960E0,3.989507871E0
6.202194694E0,1.617399931E0,-4.829999804E-2,3.574299812E0,3.923510491E0
6.212121256E0,2.495999932E-1,-1.428699970E0,2.288699865E0,2.709544396E0
6.222047819E0,5.953999758E-1,-7.930999994E-1,1.119699955E0,1.495739526E0
6.231974381E0,2.063999891E0,5.794999599E-1,-2.526599884E0,3.313551377E0
6.241900944E0,1.953799963E0,-2.793999910E-1,-4.522799969E0,4.934685219E0
6.251825944E0,-4.506999850E-1,-8.903999925E-1,-3.122999907E0,3.278577594E0
6.261752506E0,-5.381000042E-1,3.839999810E-2,-3.905999959E-1,6.660289266E-1
6.271679069E0,3.429999948E-2,5.121999979E-1,1.408100009E0,1.498756472E0
6.281605631E0,8.060000092E-2,4.526999891E-1,1.166800022E0,1.254135532E0
6.291532194E0,-9.039999843E-1,-4.641999900E-1,-2.922999859E-1,1.057419919E0
6.301458756E0,-8.378999829E-1,-7.587999701E-1,-6.949999928E-1,1.326981072E0
6.311385319E0,-3.100999892E-1,-5.148000121E-1,-5.392999649E-1,8.074809644E-1
6.321310319E0,-3.251999915E-1,-4.272999763E-1,-6.700999737E-1,8.587050011E-1
6.331236881E0,-9.035999775E-1,-5.893999934E-1,-1.648999900E-1,1.091364869E0
6.341163444E0,-1.181299925E0,-3.938999772E-1,2.744999826E-1,1.275138010E0
6.351090006E0,-9.079999924E-1,-1.384999901E-1,2.141999900E-1,9.431478512E-1
6.361016569E0,-6.003000140E-1,1.324999928E-1,-9.420000017E-2,6.219244287E-1
6.370943131E0,-2.861999869E-1,5.469999835E-2,-2.601999938E-1,3.906488950E-1
6.380868131E0,2.206999958E-1,-7.479999959E-2,-5.879999995E-1,6.324931047E-1
6.390794694E0,6.737999916E-1,-2.793999910E-1,-4.619999975E-2,7.308934421E-1
6.400721256E0,2.983999848E-1,-5.679000020E-1,8.120999932E-1,1.034919979E0
6.410647819E0,-4.454999864E-1,-7.690999508E-1,1.737499952E0,1.951638044E0
6.420574381E0,-7.761999965E-1,-9.372999668E-1,2.028599977E0,2.365636390E0
6.430500944E0,2.450999916E-1,-3.653999865E-1,2.365099907E0,2.405678434E0
6.440427506E0,1.888700008E0,7.189999521E-2,2.525999844E-1,1.906872854E0
6.450354069E0,1.972099900E0,2.578999996E-1,-1.449199915E0,2.460867900E0
6.460279069E0,9.918999672E-1,-2.353999913E-1,-1.751799941E0,2.026840333E0
6.470205631E0,-1.273999959E-1,-3.537999988E-1,-8.249999881E-1,9.066587993E-1
6.480132194E0,1.042999998E-1,-1.982000023E-1,-2.041999996E-1,3.030831086E-1
6.490058756E0,-7.041999698E-1,7.209999859E-2,-4.179999977E-2,7.091144105E-1
6.499985319E0,-7.353999615E-1,3.480000049E-2,-4.075999856E-1,8.415235538E-1
6.509910319E0,-9.649999738E-1,-4.038999975E-1,2.009999938E-2,1.046309786E0
6.519836881E0,-9.019999504E-1,-3.968999982E-1,1.144400001E0,1.510226765E0
6.529763444E0,-3.779999912E-1,-1.820999980E-1,1.173900008E0,1.246629709E0
6.539690006E0,2.502999902E-1,6.119999662E-2,1.281299949E0,1.306952594E0
6.549616569E0,6.897999644E-1,5.004999638E-1,1.051699996E0,1.353660624E0
6.559543131E0,1.234899998E0,1.248700023E0,-3.465999961E-1,1.790072990E0
6.569469694E0,1.115800023E0,8.914999962E-1,-2.149399996E0,2.580639897E0
6.579394694E0,7.773999572E-1,6.201999784E-1,-4.217299938E0,4.332968668E0
6.589321256E0,2.924999893E-1,6.906999946E-1,-4.957099915E0,5.013527928E0
6.599247819E0,-9.613999724E-1,6.071000099E-1,-3.156199932E0,3.354766511E0
6.609174381E0,-1.520200014E0,-2.561999857E-1,-1.112599969E0,1.901190471E0
6.619100944E0,-1.258899927E0,-4.706999958E-1,7.172999978E-1,1.523452264E0
6.629027506E0,-7.052999735E-1,-1.046999991E-1,2.282299995E0,2.391088332E0
6.638954069E0,-1.128999963E-1,1.759999990E-2,2.367100000E0,2.369856236E0
6.648879069E0,5.277000070E-1,2.484999895E-1,1.446099997E0,1.559302646E0
6.658805631E0,4.609999955E-1,8.069999516E-2,6.499999668E-3,4.680552692E-1
6.668732194E0,-1.328999996E-1,-2.113000005E-1,-2.583000064E-1,3.592060598E-1
6.678657194E0,-9.977999926E-1,-1.545999944E-1,9.603999853E-1,1.393511433E0
6.688585319E0,-1.180599928E0,-3.039999865E-2,1.513000011E0,1.919351293E0
6.698510319E0,-6.405000091E-1,8.760000020E-2,7.874999642E-1,1.018857309E0
6.708438444E0,-3.192999959E-1,1.902999878E-1,9.839999676E-2,3.845115500E-1
6.718363444E0,-4.496999979E-1,1.460999995E-1,-3.838999867E-1,6.090603400E-1
6.728290006E0,-4.765999913E-1,1.215000004E-1,-5.038999915E-1,7.041484242E-1
6.738216569E0,-9.442999959E-1,3.942999840E-1,-5.396000147E-1,1.156867812E0
6.748143131E0,-2.639999986E-1,2.638999820E-1,-9.549999982E-2,3.853043598E-1
6.758069694E0,1.137899995E0,4.520999789E-1,1.858000010E-1,1.238439514E0
6.767996256E0,1.268800020E0,-2.469999902E-2,3.876999915E-1,1.326941922E0
6.777921256E0,7.134999633E-1,-1.564999968E-1,9.509999752E-1,1.199156120E0
6.787847819E0,-3.297999799E-1,-2.036999911E-1,1.214699984E0,1.275052063E0
6.797774381E0,-3.628000021E-1,3.431999981E-1,1.169199944E0,1.271392382E0
6.807700944E0,-3.960999846E-1,1.885000020E-1,4.632999897E-1,6.380237684E-1
6.817627506E0,-4.290999770E-1,1.287999898E-1,-2.760999799E-1,5.262579468E-1
6.827552506E0,-2.186999917E-1,3.369999826E-1,-4.420999885E-1,5.973701319E-1
6.837479069E0,-2.133999914E-1,1.421999931E-1,-2.619000077E-1,3.665405959E-1
6.847405631E0,-2.386000007E-1,-1.735000014E-1,2.424999923E-1,3.818880164E-1
6.857332194E0,1.703999937E-1,-2.295999974E-1,6.650000066E-2,2.935550489E-1
6.867258756E0,5.526999831E-1,-1.907999963E-1,-1.347000003E-1,6.000216663E-1
6.877185319E0,6.872000098E-1,-8.519999683E-2,3.920000046E-2,6.935701356E-1
6.887110319E0,4.529999793E-1,7.880000025E-2,3.910000026E-1,6.035722188E-1
6.897036881E0,2.542999983E-1,-3.439999744E-2,-1.156999990E-1,2.814930527E-1
6.906963444E0,-2.726999819E-1,-2.875999808E-1,1.955999881E-1,4.419710222E-1
6.916890006E0,-4.731999934E-1,-4.429000020E-1,9.487999678E-1,1.149043091E0
6.926816569E0,-6.712999940E-1,-4.635999799E-1,9.210999608E-1,1.230444538E0
6.936743131E0,-1.905999929E-1,-2.065999955E-1,1.165999994E-1,3.043147635E-1
6.946668131E0,-1.762000024E-1,-2.046999931E-1,-2.949000001E-1,3.998931584E-1
6.956594694E0,-1.501999944E-1,-2.569999918E-2,-4.034000039E-1,4.312216268E-1
6.966521256E0,-1.099999994E-3,1.164999977E-1,-4.757999778E-1,4.898561813E-1
6.976447819E0,1.239999942E-2,1.353999972E-1,-3.174999952E-1,3.453884280E-1
6.986374381E0,-1.251000017E-1,1.182999983E-1,2.489999980E-1,3.027307368E-1
6.996300944E0,-1.968999952E-1,4.470000044E-2,4.649999738E-1,5.069444484E-1
7.006227506E0,-1.259000003E-1,-3.429999948E-2,-9.329999983E-2,1.604125619E-1
7.016152506E0,-1.106999964E-1,3.399999812E-3,-2.626000047E-1,2.849996696E-1
7.026079069E0,-2.119999975E-1,-6.300000008E-3,-2.369999886E-1,3.180450967E-1
7.036005631E0,-4.101999998E-1,-6.289999932E-2,-1.548999995E-1,4.429610136E-1
7.045932194E0,-6.112999916E-1,-1.081999987E-1,-2.314999998E-1,6.625610684E-1
7.055858756E0,-5.259999633E-1,-1.249999925E-2,-5.532000065E-1,7.634542937E-1
7.065783756E0,-3.822000027E-1,1.009999961E-2,-7.950999737E-1,8.822487292E-1
7.075710319E0,-2.639999986E-1,1.070000008E-1,-7.382000089E-1,7.912548594E-1
7.085636881E0,-3.797999918E-1,5.579999834E-2,-3.655999899E-1,5.301179362E-1
7.095563444E0,-3.883000016E-1,-3.299999982E-3,-1.529999916E-2,3.886153255E-1
7.105490006E0,-3.586999774E-1,-3.240000084E-2,3.140999973E-1,4.778851767E-1
7.115416569E0,-2.405999899E-1,-3.319999948E-2,2.827000022E-1,3.727061662E-1
7.125343131E0,-1.988999993E-1,-6.599999964E-3,1.939999871E-2,1.999528186E-1
7.135268131E0,-1.956999898E-1,1.561999917E-1,-3.107999861E-1,3.991159666E-1
7.145194694E0,-3.703999817E-1,1.341999918E-1,-3.587999940E-1,5.328632282E-1
7.155121256E0,-5.378999710E-1,1.240999997E-1,-2.633000016E-1,6.116077825E-1
7.165047819E0,-1.815400004E0,1.484599948E0,-9.000199318E0,9.300715131E0
7.174974381E0,-2.193500042E0,6.116999984E-1,-3.063899994E0,3.817473313E0
7.184900944E0,-5.011000037E-1,-6.231999993E-1,2.153999954E-1,8.281766786E-1
7.194825944E0,-9.349999577E-2,3.460000083E-2,2.392699957E0,2.394776084E0
7.204752506E0,-1.996999979E-1,-1.400000006E-1,1.715299964E0,1.732551314E0
7.214679069E0,1.699000001E-1,-5.439999700E-2,-1.809999906E-2,1.793125196E-1
7.224605631E0,4.559999704E-2,2.272999883E-1,-6.918999553E-1,7.297055519E-1
7.234532194E0,-6.859999895E-2,9.119999409E-2,-2.827000022E-1,3.048650357E-1
7.244458756E0,-4.020999968E-1,9.099999443E-3,4.908999801E-1,6.346258802E-1
7.254385319E0,-4.029999971E-1,-1.498999894E-1,8.309999704E-1,9.356494832E-1
7.264310319E0,-1.898999959E-1,-2.240999937E-1,5.582000017E-1,6.307694171E-1
7.274236881E0,7.059999555E-2,-8.549999446E-2,1.423999965E-1,1.804781633E-1
7.284163444E0,2.417999953E-1,-3.529999778E-2,-8.679999411E-2,2.593213577E-1
7.294090006E0,3.518999815E-1,-5.169999972E-2,-1.820999980E-1,3.995834033E-1
7.304018131E0,2.363999933E-1,-1.142999977E-1,2.967999876E-1,3.962823222E-1
7.313943131E0,2.431999892E-1,-1.574999988E-1,4.924999774E-1,5.714094084E-1
7.323869694E0,2.325999886E-1,-1.634999961E-1,1.423999965E-1,3.179823303E-1
7.333794694E0,3.082999885E-1,-4.309999943E-2,-2.160999924E-1,3.789534267E-1
7.343721256E0,3.845999837E-1,8.899999782E-3,-2.710999846E-1,4.706288975E-1
7.353647819E0,4.287000000E-1,2.429999970E-2,-1.241999939E-1,4.469897298E-1
7.363574381E0,4.136999846E-1,-2.699999884E-2,-1.269000024E-1,4.335669357E-1
7.373500944E0,4.092999995E-1,8.999999845E-4,-2.879000008E-1,5.004135390E-1
7.383427506E0,3.626999855E-1,1.209999993E-2,-1.983999908E-1,4.135943010E-1
7.393354069E0,1.127000004E-1,-5.489999801E-2,-6.999999750E-4,1.253626335E-1
7.403279069E0,-1.401999891E-1,-7.819999754E-2,3.468999863E-1,3.822445252E-1
7.413205631E0,-1.759999990E-1,-4.569999874E-2,7.777999640E-1,7.987723540E-1
7.423132194E0,-2.840000018E-2,-2.302999943E-1,7.202999592E-1,7.567540410E-1
7.433058756E0,2.072999924E-1,-1.632999927E-1,4.616999924E-1,5.317960676E-1
7.442985319E0,3.163999915E-1,-1.374000013E-1,4.609999955E-1,5.757679314E-1
7.452911881E0,2.820999920E-1,-1.319999993E-1,5.503000021E-1,6.323246774E-1
7.462836881E0,1.447999924E-1,-1.277000010E-1,4.746999741E-1,5.124591627E-1
7.472763444E0,1.313000023E-1,-5.680000037E-2,3.339000046E-1,3.632563059E-1
7.482690006E0,1.316999942E-1,2.899999963E-3,1.756999940E-1,2.195991493E-1
7.492616569E0,6.819999963E-2,3.199999919E-3,8.899999782E-3,6.885266840E-2
7.502543131E0,-1.692999899E-1,-8.419999480E-2,-4.050000012E-2,1.933710830E-1
7.512469694E0,-2.622999847E-1,-4.399999976E-3,-1.106999964E-1,2.847369508E-1
7.522396256E0,-2.120999992E-1,2.689999901E-2,-2.802000046E-1,3.524515033E-1
7.532322819E0,-2.441999912E-1,4.079999775E-2,-1.586999893E-1,2.940815570E-1
7.542247819E0,-3.290999830E-1,5.779999867E-2,3.012000024E-1,4.498545099E-1
7.552174381E0,-1.891999990E-1,-2.329999954E-2,4.671999812E-1,5.045942449E-1
7.562100944E0,3.299999982E-3,-4.959999770E-2,3.840999901E-1,3.873033077E-1
7.572025944E0,1.002999991E-1,-9.200000204E-3,3.529999852E-1,3.670881630E-1
7.581954069E0,8.439999819E-2,-2.009999938E-2,1.979999989E-1,2.161743954E-1
7.591880631E0,2.600000007E-3,-4.189999774E-2,-2.389999852E-2,4.830713964E-2
7.601805631E0,-2.850000001E-2,2.309999987E-2,-1.948999912E-1,1.983226325E-1
7.611732194E0,-1.370000001E-2,6.989999861E-2,-3.482999802E-1,3.555088972E-1
7.621658756E0,-4.959999770E-2,5.949999765E-2,-2.980999947E-1,3.080000265E-1
7.631585319E0,-1.665000021E-1,-7.199999876E-3,-6.529999524E-2,1.789921230E-1
7.641511881E0,-2.166000009E-1,4.449999705E-2,7.769999653E-2,2.343781124E-1
7.651438444E0,-1.314000040E-1,-1.099999994E-3,2.198999971E-1,2.561702164E-1
7.661365006E0,-5.619999766E-2,-1.359999925E-1,3.928000033E-1,4.194595097E-1
7.671290006E0,-4.969999939E-2,-1.349000037E-1,4.300999939E-1,4.534910206E-1
7.681216569E0,-8.999999613E-2,-9.659999609E-2,2.940999866E-1,3.223761167E-1
7.691143131E0,-2.149999887E-2,-8.009999990E-2,1.317999959E-1,1.557225059E-1
7.701069694E0,6.639999896E-2,-4.419999942E-2,7.759999484E-2,1.112850350E-1
7.710996256E0,1.063999981E-1,1.139999926E-2,-1.579999924E-2,1.081691247E-1
7.720922819E0,1.079999954E-1,8.799999952E-3,7.499999832E-3,1.086171671E-1
7.730849381E0,1.492999941E-1,6.399999838E-3,-1.829999872E-2,1.505534397E-1
7.740774381E0,5.429999903E-2,3.409999982E-2,-5.799999926E-3,6.438120751E-2
7.750700944E0,8.499999531E-3,7.249999791E-2,1.622999907E-1,1.779600704E-1
7.760627506E0,-4.649999738E-2,1.310000010E-2,2.712000012E-1,2.754692368E-1
7.770554069E0,-1.008999944E-1,4.149999842E-2,3.218999803E-1,3.398862399E-1
7.780480631E0,-2.229999900E-1,1.999999955E-2,4.132999778E-1,4.700487923E-1
7.790407194E0,-2.972999811E-1,-1.999999862E-3,3.976999819E-1,4.965446147E-1
7.800332194E0,-2.854999900E-1,-4.639999941E-2,1.991999894E-1,3.512034169E-1
7.810258756E0,-2.184999883E-1,3.639999777E-2,1.576000005E-1,2.718546761E-1
7.820185319E0,-1.832000017E-1,2.159999870E-2,1.644999981E-1,2.471619913E-1
7.830111881E0,-1.574999988E-1,-1.179999951E-2,2.778999805E-1,3.196465060E-1
7.840038444E0,-1.612999886E-1,-4.569999874E-2,4.997999966E-1,5.271681068E-1
7.849965006E0,-1.539999992E-1,-6.199999899E-2,4.206999838E-1,4.522703572E-1
7.859890006E0,-1.546999961E-1,-5.049999803E-2,1.772999913E-1,2.406608101E-1
7.869816569E0,-1.648000032E-1,1.999999949E-4,1.239999942E-2,1.652659706E-1
7.879743131E0,-1.551000029E-1,3.089999966E-2,-1.516999900E-1,2.191431218E-1
7.889669694E0,-2.045999914E-1,5.240000039E-2,-2.969999909E-1,3.644391735E-1
7.899596256E0,-2.845000029E-1,6.700000167E-2,-1.819999963E-1,3.443156263E-1
7.909522819E0,-3.559999764E-1,2.520000003E-2,2.730000019E-2,3.579333921E-1
7.919449381E0,-3.597999811E-1,3.499999875E-3,-9.099999443E-3,3.599320580E-1
7.929374381E0,-2.173999995E-1,-8.299999870E-3,-1.436000019E-1,2.606772148E-1
7.939300944E0,-1.358999908E-1,9.499999695E-3,-1.906999946E-1,2.343619965E-1
7.949227506E0,-1.321000010E-1,-4.010000080E-2,-6.269999593E-2,1.516235793E-1
7.959154069E0,-6.960000098E-2,-3.059999831E-2,1.569999941E-2,7.763382004E-2
7.969080631E0,4.399999976E-3,-6.079999730E-2,5.579999834E-2,8.264163289E-2
7.979005631E0,-5.489999801E-2,-1.111999974E-1,2.048999965E-1,2.395066967E-1
7.988933756E0,-1.011999995E-1,-1.036999971E-1,2.672999799E-1,3.040467210E-1
7.998858756E0,-1.242999956E-1,-8.919999748E-2,3.979999945E-2,1.580859526E-1
8.008785319E0,-1.087999940E-1,-4.549999908E-2,-1.969999969E-1,2.296011485E-1
8.018711881E0,-8.399999887E-2,-2.169999853E-2,-3.647999763E-1,3.749745491E-1
8.028638444E0,-1.413999945E-1,-1.449999958E-2,-2.430999875E-1,2.816057747E-1
8.038565006E0,-1.428999901E-1,-1.529999916E-2,-6.599999964E-3,1.438681936E-1
8.048490006E0,-8.630000055E-2,-3.449999914E-2,1.101999953E-1,1.441595609E-1
8.058418131E0,-1.270999908E-1,-1.125999987E-1,2.270999998E-1,2.835622988E-1
8.068343131E0,-1.372999996E-1,-4.409999773E-2,2.371999919E-1,2.775967144E-1
8.078269694E0,-1.379999965E-1,-5.509999767E-2,1.897999942E-1,2.410478098E-1
8.088196256E0,-1.269999985E-2,-8.649999648E-2,8.469999582E-2,1.217276825E-1
8.098122819E0,5.240000039E-2,-8.859999478E-2,6.790000200E-2,1.233131355E-1
8.108049381E0,5.909999833E-2,-1.193999946E-1,2.462999970E-1,2.800229580E-1
8.117974381E0,1.548999995E-1,-1.313000023E-1,1.902999878E-1,2.782944229E-1
8.127900944E0,1.829999983E-1,-5.659999698E-2,8.799999952E-2,2.107998078E-1
8.137827506E0,1.636999995E-1,-4.019999877E-2,1.123999953E-1,2.026017983E-1
8.147754069E0,8.819999546E-2,-5.389999971E-2,7.919999957E-2,1.302193883E-1
8.157679069E0,2.469999902E-2,-3.839999810E-2,8.559999615E-2,9.701550982E-2
8.167607194E0,-8.639999479E-2,-5.249999836E-2,6.319999695E-2,1.192285559E-1
8.177533756E0,-6.960000098E-2,-1.850000024E-2,-7.549999654E-2,1.043391567E-1
8.187458756E0,2.239999920E-2,3.599999845E-2,-3.237999976E-1,3.265642330E-1
8.197385319E0,-6.699999794E-3,8.129999787E-2,-1.513999999E-1,1.719783114E-1
8.207311881E0,-7.660000026E-2,-2.740000002E-2,4.589999840E-2,9.340840377E-2
8.217238444E0,-7.819999754E-2,-1.840000041E-2,1.744000018E-1,1.920134377E-1
8.227165006E0,9.599999525E-3,9.499999695E-3,1.275999993E-1,1.283127812E-1
8.237090006E0,2.159999870E-2,-1.269999985E-2,-9.369999915E-2,9.699247281E-2
8.247016569E0,2.510000020E-2,4.319999740E-2,-1.479000002E-1,1.561110497E-1
8.256943131E0,-6.999999750E-4,1.599999960E-3,-1.735000014E-1,1.735087908E-1
8.266869694E0,-1.657999903E-1,7.999999798E-4,6.309999526E-2,1.774031741E-1
8.276796256E0,-1.949999928E-1,-3.839999810E-2,2.396999896E-1,3.113770095E-1
8.286722819E0,-1.664000005E-1,0.000000000E0,2.309999913E-1,2.846927399E-1
8.296649381E0,-9.849999845E-2,7.669999450E-2,6.679999828E-2,1.415887659E-1
8.306575944E0,-5.929999799E-2,5.519999936E-2,-1.753999889E-1,1.932063296E-1
8.316500944E0,-5.979999900E-2,5.449999869E-2,-1.743000001E-1,1.921634194E-1
8.326427506E0,-1.792999953E-1,8.500000089E-2,1.999999949E-4,1.984276404E-1
8.336354069E0,-1.617999971E-1,6.769999862E-2,1.534999907E-1,2.330767599E-1
8.346283756E0,-1.237000003E-1,5.989999697E-2,2.287999988E-1,2.669066113E-1
8.356207194E0,-4.609999806E-2,1.005999967E-1,1.970999986E-1,2.260397722E-1
8.366133756E0,-3.619999811E-2,1.013000011E-1,2.646999955E-1,2.857240237E-1
8.376058756E0,-2.012999952E-1,2.279999852E-2,3.041999936E-1,3.654848343E-1
8.385985319E0,-1.990999877E-1,1.195999980E-1,1.689999998E-1,2.872385151E-1
8.395911881E0,-6.099999696E-2,1.464999914E-1,-3.599999938E-3,1.587331317E-1
8.405838444E0,-1.249999925E-2,1.349999905E-1,-1.099999994E-2,1.360229665E-1
8.415763444E0,-4.329999909E-2,1.145999953E-1,8.810000122E-2,1.508961864E-1
8.425691569E0,-7.319999486E-2,4.609999806E-2,2.447999865E-1,2.596352874E-1
8.435616569E0,-2.479999885E-2,5.590000004E-2,2.349999994E-1,2.428267894E-1
8.445543131E0,-6.399999838E-3,5.529999733E-2,2.357999980E-1,2.422822502E-1
8.455469694E0,2.199999988E-2,2.499999851E-2,1.389999986E-1,1.429335493E-1
8.465396256E0,5.009999871E-2,4.299999680E-3,9.149999917E-2,1.044066555E-1
8.475322819E0,4.859999940E-2,3.399999812E-3,1.122999936E-1,1.224124524E-1
8.485249381E0,4.690000042E-2,2.799999900E-3,1.621000022E-1,1.687716230E-1
8.495175944E0,6.599999964E-3,-2.740000002E-2,1.828999966E-1,1.850587171E-1
8.505100944E0,6.499999668E-3,-3.839999810E-2,2.532999814E-1,2.562765897E-1
8.515027506E0,1.536999941E-1,-5.009999871E-2,1.109999977E-2,1.620398348E-1
8.524954069E0,2.026000023E-1,-1.379999984E-2,-8.229999989E-2,2.191129638E-1
8.534880631E0,1.627999991E-1,-1.549999975E-2,-5.040000007E-2,1.711264144E-1
8.544807194E0,1.137999967E-1,-9.499999881E-2,6.870000064E-2,1.633864410E-1
8.554732194E0,1.626999974E-1,-8.569999784E-2,8.909999579E-2,2.043393942E-1
8.564658756E0,6.439999491E-2,-1.061000004E-1,8.039999753E-2,1.478807933E-1
8.574585319E0,4.429999739E-2,-1.899999939E-2,7.249999791E-2,8.706169906E-2
8.584511881E0,4.429999739E-2,-3.940000013E-2,4.900000058E-3,5.948831632E-2
8.594438444E0,5.599999800E-3,-3.009999916E-2,1.037999988E-1,1.082211148E-1
8.604365006E0,-8.190000057E-2,-5.959999934E-2,2.412000000E-1,2.616050650E-1
8.614291569E0,-1.099999994E-1,-9.939999878E-2,2.619000077E-1,3.009517796E-1
8.624216569E0,-5.979999900E-2,-3.240000084E-2,2.349999994E-1,2.446442308E-1
8.634143131E0,-2.879999951E-2,-5.499999970E-2,2.201000005E-1,2.286885440E-1
8.644069694E0,-7.580000162E-2,-3.839999810E-2,2.640999854E-1,2.774328790E-1
8.653996256E0,-8.280000091E-2,1.569999941E-2,2.223999947E-1,2.378320579E-1
8.663922819E0,-8.940000087E-2,-8.200000040E-3,9.209999442E-2,1.286157421E-1
8.673849381E0,-1.649999991E-2,3.549999744E-2,-5.639999732E-2,6.865463941E-2
8.683774381E0,1.750000007E-2,5.959999934E-2,-8.699999750E-2,1.068990621E-1
8.693700944E0,-6.629999727E-2,5.559999868E-2,-1.587999910E-1,1.808438184E-1
8.703627506E0,-1.407999992E-1,5.269999802E-2,-1.737999916E-1,2.298007107E-1
8.713554069E0,-1.176999956E-1,4.089999944E-2,-1.507000029E-1,1.955417853E-1
8.723480631E0,-1.740999967E-1,1.040000003E-2,-2.119999938E-2,1.756940774E-1
8.733407194E0,-2.316000015E-1,1.979999989E-2,1.950999945E-1,3.034709352E-1
8.743333756E0,-2.113000005E-1,-1.030000020E-2,1.963000000E-1,2.885956864E-1
8.753258756E0,-1.615999937E-1,-2.199999988E-2,1.306999922E-1,2.090001098E-1
8.763185319E0,-1.797999889E-1,-5.599999800E-3,5.729999766E-2,1.887927057E-1
8.773111881E0,-1.973000020E-1,2.080000006E-2,1.310000010E-2,1.988254028E-1
8.783038444E0,-1.753000021E-1,3.689999878E-2,-6.949999928E-2,1.921508536E-1
8.792965006E0,-1.331000030E-1,2.339999937E-2,-1.419000030E-1,1.959560706E-1
8.802891569E0,-8.199999481E-2,5.029999837E-2,-1.377999932E-1,1.680563212E-1
8.812818131E0,-1.394999921E-1,-1.079999935E-2,-1.630000025E-2,1.408636852E-1
8.822743131E0,-1.383000016E-1,-2.199999988E-2,2.520000003E-2,1.422881950E-1
8.832669694E0,-7.899999619E-2,-3.370000049E-2,5.749999732E-2,1.033583046E-1
8.842596256E0,-5.920000002E-2,-6.000000052E-3,7.000000030E-2,9.187295600E-2
8.852522819E0,-6.799999624E-2,-1.789999940E-2,6.359999627E-2,9.481228292E-2
8.862449381E0,-9.549999982E-2,-2.019999921E-2,9.669999778E-2,1.374015266E-1
8.872375944E0,-7.369999588E-2,-2.259999886E-2,1.693999916E-1,1.861150357E-1
8.882302506E0,7.100000046E-3,-2.559999935E-2,1.841999888E-1,1.861058996E-1
8.892227506E0,3.029999882E-2,-1.069999952E-2,5.499999970E-3,3.260107234E-2
8.902154069E0,2.279999852E-2,-1.389999967E-2,-1.067999974E-1,1.100876440E-1
8.912080631E0,-5.319999903E-2,-2.679999918E-2,-4.279999807E-2,7.335066249E-2
8.922007194E0,-3.299999982E-2,-3.830000013E-2,2.050999999E-1,2.112389641E-1
8.931933756E0,-4.299999774E-2,-1.081999987E-1,3.443000019E-1,3.634538909E-1
8.941860319E0,-3.260000050E-2,-1.106999964E-1,3.777999878E-1,3.950317456E-1
8.951785319E0,-2.109999955E-2,-7.549999654E-2,3.057999909E-1,3.156882860E-1
8.961711881E0,2.149999887E-2,-7.109999657E-2,7.939999551E-2,1.087281875E-1
8.971638444E0,1.049999967E-1,-2.859999985E-2,7.059999555E-2,1.297201552E-1
8.981565006E0,1.102999970E-1,-2.419999987E-2,6.019999832E-2,1.279678442E-1
8.991491569E0,7.719999552E-2,-5.839999765E-2,9.599999525E-3,9.727568568E-2
9.001418131E0,4.569999874E-2,-3.409999982E-2,-4.999999702E-2,7.583732309E-2
9.011343131E0,2.520000003E-2,-9.599999525E-3,-1.489999890E-1,1.514205954E-1
9.021269694E0,-6.899999920E-3,4.589999840E-2,-1.724999994E-1,1.786355778E-1
9.031196256E0,8.999999845E-4,3.339999914E-2,-1.869999915E-1,1.899614876E-1
9.041122819E0,-1.396999955E-1,3.189999983E-2,-2.689999901E-2,1.457988638E-1
9.051049381E0,-1.454999894E-1,4.079999775E-2,1.415999979E-1,2.070880154E-1
9.060975944E0,-4.479999840E-2,-2.879999951E-2,1.729999930E-1,1.810123681E-1
9.070902506E0,2.659999952E-2,1.819999889E-2,1.076999977E-1,1.124192574E-1
9.080827506E0,5.040000007E-2,5.480000004E-2,1.429999992E-2,7.581352128E-2
9.090754069E0,-3.299999982E-3,8.209999651E-2,1.840000041E-2,8.420130309E-2
9.100680631E0,-3.649999946E-2,1.096999943E-1,7.109999657E-2,1.357260042E-1
9.110607194E0,-1.381999999E-1,1.081999987E-1,1.331000030E-1,2.202773037E-1
9.120533756E0,-1.986999959E-1,8.659999818E-2,1.273999959E-1,2.514199813E-1
9.130460319E0,-1.618999988E-1,8.469999582E-2,7.239999622E-2,1.965386943E-1
9.140386881E0,-2.049999982E-1,7.319999486E-2,8.569999784E-2,2.339395823E-1
9.150311881E0,-1.723999977E-1,3.289999813E-2,1.919999905E-2,1.765582313E-1
9.160238444E0,-1.134999990E-1,2.279999852E-2,9.999999776E-3,1.161984927E-1
9.170165006E0,-1.457999945E-1,5.289999768E-2,1.653999984E-1,2.267448073E-1
9.180091569E0,-1.508999914E-1,3.439999744E-2,2.707999945E-1,3.119083266E-1
9.190018131E0,-9.619999677E-2,5.599999800E-3,2.594999969E-1,2.768141033E-1
9.199944694E0,-3.139999881E-2,-1.389999967E-2,2.395000011E-1,2.419492104E-1
9.209871256E0,4.389999807E-2,-2.479999885E-2,1.525999904E-1,1.607140530E-1
9.219796256E0,4.299999774E-2,-4.569999874E-2,4.679999873E-2,7.827981586E-2
9.229722819E0,-6.099999882E-3,-6.669999659E-2,0.000000000E0,6.697835131E-2
